ID,OBJECTID,SPAD_ID,STREETID,TAX_ID,PRINTKEY,LONGNAME,FIPMCD,FIPPLC,ST_NUMBER,ST_NAME,LU_CODE,Assets_within_Comm_Co_CODEA,Assets_within_Comm_Co_CODEB,Assets_within_Comm_Co_CombinedCode,CombinedCodeNumber,PRE,NAME,TYPE,SUFFIX,MCDNAME,ZIPCODE,NEWADD,LASTEDIT,GRP_NAME,SUITE,APT_ID,UNITS,NOTES,alias1,alias2,alias3,CNTY,AG1,AG2,AG3,FCODE,MUN,LOC_FLD2,Lon,Lat,Corridor,CODEAB_CODEA,CODEAB_CODEB,ENTITY,CODEAB_CombinedCode,Entity2,Entity_Category,GeneralCategories
2419,166324,1533672,12573239,3.115E+25,085.-14-10.0,,73000,73000,300,MARTIN LUTHER KING W,210,210,0,21000,21000,,MARTIN LUTHER KING,,W,SYRACUSE CITY,13205,3/9/2012,1/7/2013,,,,1,,,,,67,,,,GIS,SYR,,-76.1534,43.0321,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2420,166325,1533673,12573239,3.115E+25,085.-14-11.0,,73000,73000,302,MARTIN LUTHER KING W,210,210,0,21000,21000,,MARTIN LUTHER KING,,W,SYRACUSE CITY,13205,3/9/2012,1/7/2013,,,,1,,,,,67,,,,GIS,SYR,,-76.1535,43.032,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2421,166326,1533674,12573239,3.115E+25,085.-14-12.0,,73000,73000,304,MARTIN LUTHER KING W,210,210,0,21000,21000,,MARTIN LUTHER KING,,W,SYRACUSE CITY,13205,3/9/2012,1/7/2013,,,,1,,,,,67,,,,GIS,SYR,,-76.1535,43.032,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2422,166327,1533675,12573239,3.115E+25,085.-14-13.0,,73000,73000,306,MARTIN LUTHER KING W,210,210,0,21000,21000,,MARTIN LUTHER KING,,W,SYRACUSE CITY,13205,3/9/2012,1/7/2013,,,,1,,,,,67,,,,GIS,SYR,,-76.1536,43.032,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2423,166328,1533676,12573239,3.115E+25,085.-14-14.0,,73000,73000,308,MARTIN LUTHER KING W,210,210,0,21000,21000,,MARTIN LUTHER KING,,W,SYRACUSE CITY,13205,3/9/2012,1/7/2013,,,,1,,,,,67,,,,GIS,SYR,,-76.1537,43.032,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2426,166352,1533700,12573240,3.115E+25,085.-03-26.0,,73000,73000,323,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13202,3/9/2012,,,REAR,,1,,,,,67,,,,GIS,SYR,,-76.1519,43.0331,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2428,166354,1533702,12573333,3.115E+25,085.-03-29.0,,73000,73000,315,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13202,3/9/2012,,,,,1,May have been 2 family,,,,67,,,,GIS,SYR,,-76.1521,43.0334,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2429,166355,1533703,12573333,3.115E+25,085.-03-31.0,,73000,73000,309,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13202,3/9/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.152,43.0336,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2432,166379,1533728,12573236,3.115E+25,085.-13-40.0,,73000,73000,809,MIDLAND AVE,210,210,0,21000,21000,,MIDLAND,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1535,43.0311,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2441,166398,1533762,12573230,3.115E+25,086.-11-12.0,,73000,73000,346,FURMAN ST,210,210,0,21000,21000,,FURMAN,ST,,SYRACUSE CITY,13205,3/11/2012,,,,,1,posted with 348,,,,67,,,,GIS,SYR,,-76.1553,43.0302,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2442,166399,1533745,12573231,3.115E+25,086.-11-03.0,,73000,73000,429,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1547,43.0307,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2443,166400,1533746,12573231,3.115E+25,086.-11-04.0,,73000,73000,425,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1545,43.0307,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2449,166406,1533752,12573231,3.115E+25,086.-10-14.0,,73000,73000,416,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1545,43.0311,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2458,166415,1533761,12573231,3.115E+25,086.-10-21.0,,73000,73000,442,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1553,43.0307,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2461,166434,1533781,12573214,3.115E+25,086.-13-10.0,,73000,73000,500,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1561,43.0301,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2465,166438,1533785,12573214,3.115E+25,086.-13-15.0,,73000,73000,520,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1567,43.0296,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2466,166455,1533802,12573213,3.115E+25,086.-14-12.0,,73000,73000,536,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.157,43.0294,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2467,166456,1533803,12573213,3.115E+25,086.-14-13.0,,73000,73000,538,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1572,43.0293,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2470,166459,1533806,12573213,3.115E+25,086.-14-16.0,,73000,73000,554,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1575,43.029,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2471,166460,1533807,12573213,3.115E+25,086.-14-17.0,,73000,73000,558,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1576,43.029,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2472,166461,1533808,12573212,3.115E+25,086.-14-19.0,,73000,73000,855,SOUTH AVE,210,210,0,21000,21000,,SOUTH,AVE,,SYRACUSE CITY,13207,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.158,43.029,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2477,166534,1533886,12573213,3.115E+25,086.-12-02.0,,73000,73000,549,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1576,43.0287,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2478,166535,1533887,12573213,3.115E+25,086.-12-03.0,,73000,73000,547,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1574,43.0288,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2490,166547,1533899,12573214,3.115E+25,086.-12-11.0,,73000,73000,515,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1565,43.0294,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2491,166548,1533900,12573214,3.115E+25,086.-12-12.0,,73000,73000,511,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1564,43.0295,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2492,166549,1533901,12573214,3.115E+25,086.-12-13.0,,73000,73000,505,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1563,43.0296,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2493,166550,1533902,12573214,3.115E+25,086.-12-14.0,,73000,73000,501,CORTLAND AVE,210,210,0,21000,21000,,CORTLAND,AVE,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1561,43.0296,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2499,166556,1533908,12573230,3.115E+25,086.-12-18.0,,73000,73000,359,FURMAN ST,210,210,0,21000,21000,,FURMAN,ST,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1555,43.0298,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2500,166557,1533909,12573230,3.115E+25,086.-12-19.0,,73000,73000,353,FURMAN ST,210,210,0,21000,21000,,FURMAN,ST,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1554,43.0298,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2501,166637,1533990,12573197,3.115E+25,086.-12-59.0,,73000,73000,388,W KENNEDY ST,210,210,0,21000,21000,W,KENNEDY,ST,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1574,43.0283,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2506,166807,1534160,12573177,3.115E+25,083.-07-25.0,,73000,73000,109,E BISSELL ST,210,210,0,21000,21000,E,BISSELL,ST,,SYRACUSE CITY,13207,3/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1584,43.0258,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2507,166834,1534187,12572126,3.115E+25,083.-11-01.0,,73000,73000,263,ROCKLAND AVE,210,210,0,21000,21000,,ROCKLAND,AVE,,SYRACUSE CITY,13207,3/14/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1588,43.0239,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2508,167045,1534406,12577261,3.115E+25,084.-20-11.0,,73000,73000,1730,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/15/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1471,43.0289,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2533,167447,1534800,12577261,3.115E+25,084.-03-33.0,,73000,73000,1735,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/19/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1466,43.0289,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2534,167448,1534801,12577261,3.115E+25,084.-03-34.0,,73000,73000,1725,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/19/2012,,,,,6,,,,,67,,,,GIS,SYR,,-76.1467,43.0291,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2535,167449,1534802,12577261,3.115E+25,084.-03-36.0,,73000,73000,1709,S SALINA ST,483,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/19/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1468,43.0294,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2537,167451,1534803,12577262,3.115E+25,084.-03-41.0,,73000,73000,1615,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/19/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1473,43.0302,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2544,167634,1534985,12577241,3.115E+25,084.-18-14.0,,73000,73000,2023,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1456,43.0266,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2547,167637,1534988,12577241,3.115E+25,084.-18-16.0,,73000,73000,2009,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,3/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1457,43.0268,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2550,167640,1534991,12577247,3.115E+25,084.-18-01.0,,73000,73000,100,E BEARD AVE,210,210,0,21000,21000,E,BEARD,AVE,,SYRACUSE CITY,13205,3/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1455,43.027,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2551,168462,1535798,12576811,3.115E+25,076.-02-21.0,,73000,73000,111,W LAFAYETTE AVE,210,210,0,21000,21000,W,LAFAYETTE,AVE,,SYRACUSE CITY,13205,3/27/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.143,43.0195,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2552,168463,1535799,12576811,3.115E+25,076.-02-22.0,,73000,73000,109,W LAFAYETTE AVE,210,210,0,21000,21000,W,LAFAYETTE,AVE,,SYRACUSE CITY,13205,3/27/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1429,43.0195,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2574,168664,1535994,12577272,3.115E+25,077.-07-01.0,,73000,73000,100,ELK ST,210,210,0,21000,21000,,ELK,ST,,SYRACUSE CITY,13205,3/30/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1444,43.0248,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2576,168783,1536113,12576872,3.115E+25,077.-11-19.0,,73000,73000,2605,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/1/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1435,43.0221,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2577,168784,1536114,12576874,3.115E+25,077.-13-01.0,,73000,73000,102,MCALLISTER AVE,210,210,0,21000,21000,,MCALLISTER,AVE,,SYRACUSE CITY,13205,4/1/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1433,43.0222,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2586,168862,1536441,12572008,3.115E+25,074.-13-04.0,,73000,73000,2103,SOUTH AVE,210,210,0,21000,21000,,SOUTH,AVE,,SYRACUSE CITY,13207,4/2/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1624,43.0169,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2587,168863,1536443,12572008,3.115E+25,074.-13-03.0,,73000,73000,2111,SOUTH AVE,210,210,0,21000,21000,,SOUTH,AVE,,SYRACUSE CITY,13207,4/2/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1626,43.0167,South Ave,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2592,170286,1537627,12576853,3.115E+25,076.-03-11.0,,73000,73000,2907,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1421,43.0194,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2594,170288,1537629,12576853,3.115E+25,076.-02-23.0,,73000,73000,2904,S SALINA ST,483,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1426,43.0195,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2595,170289,1537630,12576853,3.115E+25,076.-02-24.0,,73000,73000,2908,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1426,43.0194,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2596,170290,1537631,12576853,3.115E+25,076.-02-27.0,,73000,73000,2924,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1425,43.019,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2598,170349,1537690,12576806,3.115E+25,076.-04-24.0,,73000,73000,109,W CORNING AVE,210,210,0,21000,21000,W,CORNING,AVE,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1426,43.0187,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2599,170354,1537695,12576842,3.115E+25,076.-05-05.0,,73000,73000,3023,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1417,43.0183,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2600,170355,1537696,12576842,3.115E+25,076.-05-06.0,,73000,73000,3017,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/13/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1417,43.0185,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2606,170419,1537759,12576844,3.115E+25,076.-07-01.0,,73000,73000,3101,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/15/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1415,43.0179,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2607,170420,1537760,12576844,3.115E+25,076.-07-08.1,,73000,73000,3109,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/15/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1414,43.0178,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2608,170421,1537761,12576844,3.115E+25,076.-07-05.0,,73000,73000,3123,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/15/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1413,43.0175,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2609,170422,1537762,12576843,3.115E+25,076.-09-01.1,,73000,73000,3205,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/15/2012,,,,,1,RPIS has 3207-15,,,,67,,,,GIS,SYR,,-76.1411,43.0172,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2612,170584,1537924,12576769,3.115E+25,076.-10-19.0,,73000,73000,111,W CALTHROP AVE,210,210,0,21000,21000,W,CALTHROP,AVE,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1417,43.0161,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2613,170585,1537925,12576772,3.115E+25,076.-10-20.0,,73000,73000,3304,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1414,43.016,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2614,170586,1537926,12576772,3.115E+25,076.-10-21.0,,73000,73000,3308,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1414,43.0159,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2617,170589,1537929,12576772,3.115E+25,076.-10-23.0,,73000,73000,3320,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1413,43.0157,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2622,170594,1537934,12576770,3.115E+25,076.-12-23.0,,73000,73000,3426,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1414,43.0147,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2623,170595,1537935,12576770,3.115E+25,076.-12-24.1,,73000,73000,3430,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1414,43.0146,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2633,170605,1537945,12576772,3.115E+25,076.-11-14.0,,73000,73000,3321,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.141,43.016,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2634,170606,1537946,12576772,3.115E+25,076.-11-15.0,,73000,73000,3317,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,2/11/2013,,,,1,RPIS has 3319 S Salina,,,,67,,,,GIS,SYR,,-76.141,43.0161,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2635,170607,1537947,12576772,3.115E+25,076.-11-16.0,,73000,73000,3315,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.141,43.0162,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2636,170608,1537948,12576773,3.115E+25,076.-11-17.0,,73000,73000,3311,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.141,43.0163,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2637,170759,1538099,12576765,3.115E+25,076.-13-19.0,,73000,73000,111,E MATSON AVE,210,210,0,21000,21000,E,MATSON,AVE,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1412,43.0135,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2638,170760,1538100,12576765,3.115E+25,072.-02-01.0,,73000,73000,108,E MATSON AVE,210,210,0,21000,21000,E,MATSON,AVE,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1413,43.0133,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2641,170775,1538115,12576766,3.115E+25,076.-13-22.1,,73000,73000,3525,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1414,43.0138,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2646,170780,1538120,12576766,3.115E+25,076.-14-38.0,,73000,73000,3500,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1417,43.0142,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2649,170783,1538123,12576766,3.115E+25,076.-14-40.0,,73000,73000,3514,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1418,43.0139,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2650,170784,1538124,12576766,3.115E+25,076.-14-41.0,,73000,73000,3518,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1418,43.0139,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2651,170785,1538125,12576766,3.115E+25,076.-14-43.0,,73000,73000,3530,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/17/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1419,43.0136,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2660,171155,1538489,12576763,3.115E+25,072.-02-28.0,,73000,73000,3611,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1416,43.0131,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2662,171157,1538491,12576763,3.115E+25,072.-01-30.0,,73000,73000,3604,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.142,43.0132,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2666,171161,1538495,12576763,3.115E+25,072.-01-34.0,,73000,73000,3628,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1421,43.0127,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
2667,171162,1538496,12576750,3.115E+25,072.-01-35.0,,73000,73000,3630,S SALINA ST,210,210,0,21000,21000,S,SALINA,ST,,SYRACUSE CITY,13205,4/20/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1421,43.0126,Southside Salina,210,0,SINGLE FAMILY HOUSE,21000,Single Family House,Residential,Residential
